function	SM001	SM002	SM003	SM004	SM005	SM006	SM007	SM008	SM009	SM010	SM011	SM012	SM013	SM014	SM015	SM016	SM017	SM018	SM019	SM020	SM021	SM022	SM023	SM024	SM025	SM026	SM027	SM028	SM029	SM030	SM031	SM032	SM033	SM034	SM035	SM036	SM037	SM038	SM039	SM040	SM041	SM042	SM043	SM044	SM045	SM046	SM047	SM048	SM049	SM050	SM051	SM052	SM053	SM054	SM055	SM056	SM057	SM059	SM060	SM061	SM062	SM063	SM064	SM065	SM066	SM067	SM068	SM069	SM070	SM071	SM072	SM073	SM074	SM075	SM076	SM077	SM078	SM079	SM080	SM081	SM082	SM083	SM084	SM085	SM086	SM087	SM088	SM089	SM090	SM091	SM092	SM093
1.1.99.28-RXN	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	790.0	2297.0	70.0	0.0	0.0	6.0	0.0	24.0	0.0	0.0	192.0	0.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	15.0	16.0	0.0	0.0	26.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	4.0	0.0	39.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.67	52.0	0.0	0.0	20.0	58.0	0.0	0.0	0.0	238.0	0.0	30.0	0.0	0.0	0.0	39.0	0.0	76.5	4.33	0.0	3.0	42.0	25.0	1.0
1.11.1.15-RXN	72488.3	123717.25	75942.84999999999	148510.08	71038.24	70932.17	89086.88	53998.3	146848.38	116776.52	122711.73	21112.53	1487.29	103849.92	91137.49	90645.68000000002	127491.77	48506.350000000006	69288.35	49147.83	166469.59	260781.12	95075.5	193055.24	159535.74	180238.77	98117.64	161749.96000000002	93002.01	131035.98	56999.0	298723.71	149212.88999999998	112926.34	154435.79	123061.23	97602.18	96488.25	78529.35	178346.56	178865.25	144410.32	84521.25	172406.72	149632.90000000002	222363.54	250958.86	174711.02000000002	184781.1	240190.28000000003	124936.62	140747.82	74998.62999999999	168363.91999999998	158220.59	123580.52000000002	62087.64000000001	125696.25	141403.2	73745.37000000001	265874.03	127013.15	210700.31	160965.55	122823.07	133850.74	179236.84999999998	174283.91999999998	150340.03	126922.67	59421.23	153526.33	317561.98	335964.75	229342.54	194659.89	149715.37	132503.28	176944.37	89287.42000000001	294418.16000000003	320735.56000000006	127219.71	123743.38999999998	92140.45	180933.82	149625.72	208363.62	221030.54	146216.73	152557.36	154750.72
1.12.1.3-RXN	62.0	0.0	1651.44	182.5	262.6	180.51	502.2	40.0	0.0	0.0	0.0	9.2	0.0	81.0	0.0	438.49	590.4	0.0	12.0	129.4	765.8	620.75	0.0	188.5	0.0	13425.7	47.5	183.2	2545.9	5.0	419.0	60.5	94.8	8688.82	104.4	2097.99	1259.94	8.0	354.6	667.75	0.0	0.0	3.0	0.0	61.0	774.9200000000001	181.6	772.6	0.0	21.9	569.3	217.1	26.0	64.0	766.3499999999999	82.45	1901.2	0.0	552.4	25.0	66.0	45.06999999999999	347.5	79.75	257.0	0.0	0.0	3691.5	10835.64	3008.6	100.74	1895.0	826.5	103.2	86.9	209.66	431.75	727.3	438.65	3311.0	1365.8	7.999999999999999	24499.13	1084.35	286.0	188.0	1231.1	23256.45	3846.1	438.77	116.0	2558.5
1.12.5.1-RXN	0.0	40.0	3104.6800000000003	54.0	270.0	6.0	0.0	100.0	0.0	48.66	0.0	0.0	0.0	278.66	6.0	106.0	108.0	420.0	0.0	0.0	262.0	9399.34	40.0	285.34000000000003	4.0	242.0	6.0	0.0	566.6600000000001	13.32	566.0	84.0	26.0	2.66	58.0	0.0	6.0	150.0	9.34	2.0	2807.32	86.0	0.0	0.0	26.0	16.0	19.34	8061.34	220.0	34.0	12.0	510.0	4992.0	94.0	20.0	6.0	0.0	0.0	80.0	88.0	0.0	20.0	516.0	8.0	50.0	18.0	6.0	9.32	1528.02	644.6600000000001	0.0	0.0	258.0	36.0	0.0	390.0	272.66	286.68	168.68	470.0	742.6600000000001	476.0	949.98	473.32	6.0	0.0	166.66	10.0	62.0	1482.66	10.0	254.0
1.13.11.15-RXN	73.32	0.38	5.07	0.0	0.0	0.0	0.0	1526.35	0.0	0.0	0.0	75.53	0.0	35.25	18.8	0.0	0.0	32.4	0.0	3.37	2.0	161.88	0.0	0.0	0.0	0.0	946.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2630.37	367.84	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	16.25	4.0	0.0	0.0	0.0	236.25	0.0	0.0	0.0	95.75	0.0	0.0	0.0	0.0	2741.3900000000003	8.620000000000001	3200.0	177.75	4.0	9.6	0.0	0.0	14.25	0.0	48.870000000000005	76.2	8612.91	6.38	65.13	3.65	0.0	0.0	2.22	3.0	2.83	24.200000000000003	261.5	4953.13	0.0	0.0	10.0	0.0	0.0	6.0	66.5	0.0	0.0
1.13.11.16-RXN	2.24	60.52	50.0	18.0	1.71	396.58	9.0	629.99	66.0	198.71	1.57	217.8	17.86	673.27	1604.01	96.57	9.19	202.15	13654.44	20.37	4.43	12.88	0.0	0.86	0.0	0.0	883.13	0.0	37.0	0.0	0.0	0.0	0.0	0.0	1.43	2.62	366.77	0.0	2.5700000000000003	0.0	0.57	0.86	0.0	0.62	0.0	11.000000000000002	0.0	0.0	0.0	0.0	0.43	5.0	0.0	1.57	56.28	0.0	0.0	25084.85	0.0	1467.56	34.45	0.0	0.0	0.0	147.29	0.0	0.0	418.33	30.42	590.6700000000001	836.27	8865.21	52.53	107.96999999999998	8.57	43.58	108.85000000000002	855.7500000000001	107.56	261.54	4572.76	262.93	4965.13	68.99000000000001	0.0	6026.96	9.15	0.0	71.14	83.71000000000001	1416.29	33.43
1.13.11.25-RXN	0.0	0.0	2017.4	25.0	50.5	283.0	0.0	12.0	2621.5	82.0	0.0	2.4	0.0	0.0	18.8	0.0	0.0	32.4	0.0	0.0	126.5	4643.5	0.0	0.0	5.5	3.0	0.0	45.5	1186.0	56.5	0.0	1905.5	0.0	0.0	0.0	0.0	3.5	4.5	0.0	0.0	17.0	6.0	6.5	0.0	316.5	0.0	0.0	10.0	0.0	2.0	319.5	32.5	1533.5	111.5	31.5	67.5	483.5	0.0	10.0	12.0	152.0	12.5	0.0	367.0	345.1	570.5	0.0	37.5	3026.5	48.870000000000005	76.2	8598.67	0.0	31.630000000000003	2.4	0.0	0.0	0.6	0.0	2.83	24.200000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.47-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.6-RXN	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1183.41	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	106.5	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	390.84	0.0	0.0	0.0	156.5	0.0	0.0	0.0	275.92	2.75	0.0	151.5	0.0	22.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13649.42	0.0	0.0	12.67	629.83	0.0	1.33	0.0	0.0	0.0	5.5	0.0	4155.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.9-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	365.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.67	0.0	25.34	1259.66	12.0	2.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	1.0
1.14.11.1-RXN	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	18.8	0.0	0.0	32.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6	0.0	0.0	0.0	0.0	48.870000000000005	76.2	8598.67	0.0	31.630000000000003	2.4	0.0	0.0	0.6	0.0	2.83	24.200000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.11.21-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17267.5	0.0	0.0	0.0
1.14.12.1-RXN	90.37	0.0	11.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7	0.0	70.5	56.400000000000006	0.0	0.0	97.2	0.0	0.0	0.0	322.0	0.0	0.0	0.0	0.0	127.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5255.5	1101.02	0.0	0.0	0.0	0.0	24.99	0.0	0.0	6.0	10.5	8.0	0.0	0.0	0.0	472.5	0.0	0.0	0.0	191.5	0.0	0.0	0.0	0.0	0.0	0.0	6400.0	290.0	8.0	28.800000000000004	0.0	0.0	2920.5	0.0	157.28	271.27000000000004	29099.51	0.0	109.05	71.19	0.0	0.0	1.7999999999999998	0.0	11.32	76.60000000000001	8.52	0.0	0.0	0.0	20.0	0.0	0.0	12.0	133.0	0.0	0.0
1.14.12.15-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.13.10-RXN	0.0	0.0	18.2	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	15.2	0.0	0.0	56.400000000000006	0.0	0.0	97.2	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	832.0	9.0	0.0	0.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	33.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	35.800000000000004	4.0	0.0	0.0	6550.0	164.61	190.59000000000003	25871.52	785.0	157.9	7.199999999999999	0.0	0.0	1.7999999999999998	0.0	8.49	72.60000000000001	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.13.33-RXN	0.0	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.0	0.0	37.6	0.0	0.0	64.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.200000000000003	0.0	0.0	0.0	0.0	97.74	139.73	16567.510000000002	6.0	61.93	4.8	0.0	0.0	1.2	0.0	5.66	48.400000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.13.59-RXN	3935.43	0.0	2019.67	25.0	50.5	283.0	5.0	6362.499999999999	2621.5	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.43	0.0	126.5	4652.75	0.0	11.0	5.5	3.0	323.0	45.5	1196.58	56.5	0.0	1905.5	0.0	0.0	0.0	0.0	369.34	4.5	2.0	10.0	17.0	22.66	6.5	0.5	320.5	20.0	0.0	10.0	0.0	6.0	325.5	32.5	1533.5	111.5	22587.5	67.5	483.5	54.0	10.0	10453.170000000002	154.88	16.5	40.13	380.0	335.5	570.5	0.0	3122.71	3036.07	0.0	15.67	641.83	0.0	1.33	70.66	0.0	0.0	0.0	0.0	0.43	2.57	5.68	7.0	0.0	0.0	40.6	4.33	22.0	19897.43	0.14	6.0	4.0
1.14.13.84-RXN	21.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	832.0	9.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	33.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0	0.0	7.0	4.0	0.0	0.0	0.0	5.0	0.0	70.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	6.0	0.0	0.0	0.0
1.15.1.2-RXN	67.5	7014.0	8345.970000000001	1364.75	9213.85	4500.17	16624.8	6191.75	520.0	69.5	769.0	59.2	0.0	155.0	228.25	11316.65	2024.65	2032.5	0.0	235.15	4562.3	3719.5	18773.5	2652.5	22255.75	5096.7	1778.17	3707.95	14726.57	121.0	30239.5	2744.75	1056.05	2646.5	19752.15	18743.74	1080.6	9601.0	15988.73	19439.0	3594.75	461.0	3.0	12.0	998.5	777.85	6563.65	17230.45	1594.0	43031.65	9621.96	8252.35	4110.5	1396.75	5105.200000000001	608.7	701.7	0.0	35306.6	4811.5	4256.0	824.25	1332.5	5582.42	7259.0	1030.33	54.0	13363.75	19494.120000000003	1472.85	238.82	292.0	1978.92	10291.7	582.65	15672.5	23055.75	3292.38	17264.4	9096.25	2638.63	12645.0	8744.130000000001	7796.85	3471.25	68.0	26988.32	11441.72	7050.1	15933.52	210.75	24332.15
1.17.4.2-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	2152.6000000000004	0.0	0.0	74.0	0.0	0.0	0.0	0.0	1646.7999999999995	90.8	60.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	137.0	0.0	1.75	0.0	0.0	0.4	127.0	29.0	260.0	9.0	0.0	0.0	4571.0	0.0	0.0	35.0	0.0	0.0	0.0	21.0	23.0	0.0	80.0	112.0	0.0	0.0	121.0	0.0	96.0	100.0	17.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	818.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.18.1.2-RXN	30070.8	49838.6	15181.48	61581.65	33320.36	50558.33	39995.89	14320.12	117661.38	96360.34	40601.55	13675.82	9352.07	73547.22	59781.43	27345.1	43862.05	28998.75	41220.74999999999	24034.65	55789.030000000006	139025.97999999998	41462.0	83234.06	79395.23999999999	77793.63	19068.09	64438.04	19563.47	129159.5	13775.0	183379.75	85020.79	52017.13	63257.030000000006	52275.81	44349.28999999999	29868.26	34093.21	63617.23	93201.22	127899.39	76924.75	171687.24	96271.15	90679.5	107849.34	122704.39	65020.65	101829.88	99710.98	50088.48	47013.16	66076.99	112367.94	87240.91	63496.37999999999	75310.55	43661.44	18833.53	184641.86	86693.79	133761.49	84880.66	97446.53	52413.240000000005	88059.53	47158.62	49515.100000000006	109317.33	54325.05	69685.52000000002	111090.2	32908.26	106269.06	91477.21	55702.740000000005	79967.54000000001	72820.41	43763.9	103942.4	111749.75	65140.96000000001	57322.94	86930.45	151469.67	68689.13	58153.94	65677.08	98875.97	38735.88	48442.97
1.2.1.27-RXN	21.0	3568.0	6.47	0.0	6.5	1.0	5.0	37.67	1.33	91.0	0.0	6.3	0.0	92.0	112.6	0.0	1188.24	64.8	0.0	0.0	0.0	1491.25	0.0	287.0	0.0	124.17	127.5	4.0	0.0	2.0	0.0	19.5	103.0	7.5	0.0	5301.0	402.34	22.5	2.0	0.0	163.5	12.0	3.0	0.5	281.25	17.25	8.0	474.6600000000001	42.0	33.42	474.17	1.0	163.0	0.0	208.0	0.0	0.0	0.0	0.0	36.5	0.5	6427.67	164.04000000000002	9.0	19.200000000000003	3.5	3.0	16138.92	0.0	97.74	152.4	17227.34	1.67	74.75999999999999	54.13	0.0	84.0	94.54	138.5	4161.17	128.39999999999998	61.34	0.0	0.0	0.0	19.0	4.33	0.0	20179.5	317.84000000000003	10.16	628.0
1.2.1.32-RXN	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	365.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	22556.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	15.67	629.83	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	4.0
1.2.1.58-RXN	0.0	0.0	106.1	0.0	422.0	0.0	45.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	27.0	38.0	0.0	0.0	28.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	58.65	32.0	11.75	0.0	0.0	0.0	0.0	0.0	3.65	69.8	0.0	0.0	501.0	12.0	0.0	0.0	1.55	0.0	0.0	0.0	118.4	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	294.0	183.2	10.0	2.0	0.0	5.0	0.0	0.0	0.0	10.25	23.5	0.0	0.0	1.5	0.0	0.0	16.25	158.0	0.0	313.4	29.25	0.0	14.0	33.25	5.0
1.2.1.66-RXN	8893.67	11082.0	4448.34	18325.0	728.0	3178.34	3724.33	20.0	9516.17	286.0	25626.0	0.0	0.0	1884.0	81.0	4870.0	4578.0	994.5	0.0	5832.0	20692.33	10088.0	7365.0	15285.67	13068.0	2228.0	1393.5	10874.67	3643.83	91.0	0.0	2534.0	12417.67	60.0	14556.34	1966.75	1720.67	97.0	2497.33	19255.0	19040.68	90.0	2948.0	875.5	14644.0	2515.0	37484.67	155.32999999999998	36599.84	29709.5	1531.08	8028.0	6775.59	31750.5	26263.08	6733.66	808.5	0.0	5480.99	14.0	236.0	2730.83	17409.67	6368.0	2827.58	18279.5	3.0	56.0	6216.67	9443.0	3736.5	128.82999999999998	14.25	70.66	17.0	21496.33	5630.33	12615.83	17724.66	2105.67	52316.67	0.0	251.0	5753.99	297.0	387.5	4786.66	485.0	8460.0	876.6600000000001	1851.67	1274.0
1.2.1.67-RXN	48.75	0.38	2.8	0.0	0.0	0.0	0.0	629.99	2.66	0.0	0.0	77.17999999999999	0.0	0.0	37.6	0.0	0.0	64.8	6.0	3.37	9.0	0.88	0.0	0.0	0.0	0.0	883.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	11.000000000000002	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1464.13	6.74	1.34	145.0	0.0	19.200000000000003	0.0	0.0	665.3299999999999	63.67	97.74	152.4	17211.58	23.38	95.26	4.8	0.0	0.0	2.82	3.0	5.66	48.400000000000006	261.5	4953.13	0.0	0.0	63.0	0.0	0.0	6.0	0.0	0.0	1.0
1.2.1.9-RXN	11008.25	3596.95	470.47	17091.15	19051.75	33870.8	2198.8	131.1	96873.0	65344.6	1272.0	7399.15	491.0	23525.75	6529.8	13285.1	16459.5	24691.4	57.0	11575.5	27108.61	29224.9	22312.0	38846.5	30485.58	51866.350000000006	8124.47	15846.2	243.17	126887.0	798.5	809.35	54124.45	27070.15	22639.0	20450.65	15871.08	387.25	1826.15	21837.38	37974.5	94564.58	48391.25	168501.5	15837.0	76445.0	52406.98	7131.55	27817.42	12230.25	72936.59	18645.57	18305.67	29947.1	25086.21	66583.05	1494.97	2.0	25754.7	411.0	9252.1	63904.35	69872.4	62919.1	76375.72	7704.83	11476.05	973.5	378.0	11733.67	25232.2	35171.170000000006	61044.6	2905.88	47912.98	15816.2	22466.53	38769.75	16702.15	14165.33	2610.2	1576.24	11582.23	30537.6	35485.0	1702.61	4584.65	20812.58	22569.5	43913.8	22921.75	19106.94
1.2.3.3-RXN	14697.75	26339.67	126.0	23077.25	21755.58	42155.72	30461.97	4635.33	104025.65	66248.0	14249.41	11499.1	502.89	18275.0	35887.4	15020.0	16779.0	24967.0	50.0	19129.17	29404.55	28804.8	26941.0	39954.0	46104.41	54881.41	11839.59	22956.92	198.0	128360.0	3034.5	677.0	58945.75	37177.92	35903.66	28714.16	17499.33	1717.0	27478.54	28770.0	46944.53	94826.5	71464.25	168500.0	79245.7	78597.79	62314.72	6672.92	27443.0	40530.96000000001	87071.61	24632.67	20277.17	31614.78	43976.33	72892.09	11496.59	2.0	29425.92	2528.8	55107.55	72998.59	105970.75	68682.16	88043.16	25326.58	82027.01	21810.0	509.0	64183.0	34275.8	26459.0	61093.6	19699.25	49078.67	38698.4	25638.0	44584.58	24079.25	21152.67	33740.82	10520.0	15870.83	42195.15	49568.75	409.5	52365.2	21878.91	5233.33	40495.48	24785.35	24705.08
1.2.4.4-RXN	32566.59	50345.37	7217.379999999999	64547.9	24798.83	47931.46	37841.05	4569.43	118173.99	66800.27	65761.41	10023.3	554.89	22113.5	35862.5	27336.27	35335.8	26936.8	57.0	32263.270000000004	69800.26000000001	41570.95	42450.0	71532.89	77671.23999999999	70795.91	20328.06	46336.96	10226.33	128491.0	848.5	4759.85	84816.79	47395.23	65897.66	38460.06	25282.6	4394.75	32455.82	60163.130000000005	82974.23000000001	94999.5	77911.25	170272.5	108403.5	98458.45	135653.80000000002	7887.18	100168.0	96729.21	91609.58	40745.52	32568.35	95935.55	53439.95	89203.14	4807.389999999999	2.0	38203.22	2470.0	47381.95	85360.85	147223.6	81618.16	94277.43	62341.75	80778.36	24529.3	30317.84	84619.54	41697.07000000001	48375.3	62632.6	23172.01	52900.72	79094.53	38273.33	71267.37	60829.0	24055.83	137103.75999999998	8955.0	26088.160000000003	54878.3	47966.75	162251.11000000002	61812.4	33478.98	23453.27	42972.05	35419.44	28641.37
1.2.7.4-RXN	69.0	9834.0	16025.85	466.0	5068.5	4029.25	13252.8	1167.5	4291.0	185.0	58.0	757.0	2.75	4749.0	3097.0	3463.5	6133.0	131.0	0.0	25.0	3347.25	19758.25	1945.0	2980.0	12190.5	582.5	2476.75	3507.5	28933.25	1083.16	20075.0	6653.25	1291.5	4233.5	17626.5	23488.0	387.0	7571.25	17054.65	20677.0	5459.5	703.25	152.0	2.0	1059.0	2624.75	14174.4	4902.05	3566.5	19339.75	3558.5	4092.25	3515.0	1176.5	1717.3	173.25	288.5	0.0	32668.8	933.5	6826.5	737.25	1667.75	5095.5	5065.5	1063.0	801.0	13781.0	27862.2	5315.0	325.75	1396.0	14142.25	487.0	10.0	7702.25	19351.75	3437.25	12938.75	6971.0	172.5	50583.75	954.5	7623.5	1718.0	52.0	25840.9	5925.25	11751.0	76.0	365.0	16536.9
1.2.99.3-RXN	0.0	0.0	15.4	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	2.4	0.0	0.0	18.8	0.0	0.0	32.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	832.0	9.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	33.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	16.6	4.0	0.0	0.0	0.0	53.870000000000005	76.2	8668.67	2.0	36.63	2.4	0.0	0.0	0.6	0.0	2.83	24.200000000000003	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.99.7-RXN	6.0	0.0	660.1	38.75	5.75	27.4	10.8	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	140.5	72.0	0.0	0.0	40.5	294.5	162.0	0.0	111.0	0.0	0.0	13.5	45.5	650.0	5.0	419.0	24.25	65.0	3.75	5.0	1099.25	316.25	2.25	37.4	100.0	0.0	0.0	0.0	0.0	20.0	6.0	2.4	291.8	0.0	6.75	0.0	107.0	26.0	3.0	270.8	14.0	13.0	0.0	129.65	0.0	43.0	1.25	14.75	0.75	42.0	0.0	0.0	1.0	949.7	0.0	28.0	0.0	0.0	37.0	3.25	26.0	67.0	342.0	162.5	212.5	122.5	0.0	148.75	31.75	0.0	38.75	26.9	274.75	36.25	100.25	3.25	839.5
