function	SM001	SM002	SM003	SM004	SM005	SM006	SM007	SM008	SM009	SM010	SM011	SM012	SM013	SM014	SM015	SM016	SM017	SM018	SM019	SM020	SM021	SM022	SM023	SM024	SM025	SM026	SM027	SM028	SM029	SM030	SM031	SM032	SM033	SM034	SM035	SM036	SM037	SM038	SM039	SM040	SM041	SM042	SM043	SM044	SM045	SM046	SM047	SM048	SM049	SM050	SM051	SM052	SM053	SM054	SM055	SM056	SM057	SM059	SM060	SM061	SM062	SM063	SM064	SM065	SM066	SM067	SM068	SM069	SM070	SM071	SM072	SM073	SM074	SM075	SM076	SM077	SM078	SM079	SM080	SM081	SM082	SM083	SM084	SM085	SM086	SM087	SM088	SM089	SM090	SM091	SM092	SM093
RXN-13944	71.88	7086.13	14281.34	3056.45	8141.25	1508.65	10286.05	19717.16	183.83	403.9	2170.0	83.53	0.0	10204.65	3006.05	23330.67	7729.16	5102.9	0.0	526.37	13205.25	5983.780000000001	43688.5	2026.45	19695.25	5143.67	1860.0	3053.75	5618.17	17.0	10078.5	344.5	416.2	8331.46	8966.75	9438.62	12076.42	18319.95	2316.9	5775.67	1294.2	212.75	8.0	1157.62	692.75	1557.41	7577.4	20941.16	3182.42	26328.17	10178.0	5878.67	1694.17	1553.5	4170.05	1041.0	1041.5	0.0	14959.2	18480.38	542.74	3547.38	658.46	3253.17	9010.65	475.66	2692.0	52306.42	14788.95	2556.62	558.79	10648.410000000002	941.39	438.38000000000005	416.48	6564.75	7270.75	9925.31	17090.25	8081.52	5680.2	15108.34	24788.69	5007.05	7691.0	7123.7	9123.15	12120.99	26925.11	1825.84	9361.66	14766.5
RXN-13997	55482.48	88738.56	47657.83	111072.02	92038.79	128728.98	96602.25	33510.28	321942.80000000005	218321.42	57981.32	32569.32	10436.39	99889.23	107355.15	86042.47	103068.88	84746.05	14016.87	57488.85	138050.33	175393.66	121959.0	169155.69999999998	163668.22999999998	209646.96	69127.36	121672.87	53585.3	349428.5	38002.0	105026.35	186968.99	141580.22999999998	138569.72	114249.24	92854.94	49773.78	81963.08	130756.03	175153.7	274788.56	180371.25	466707.12	184918.86	285468.36	225705.52	99465.98	113906.7	184993.68	234914.59	112744.4	76306.06	114784.9	157432.53999999998	216320.59	75057.43000000001	25144.85	133110.29	33382.21	191477.4	201472.78	290257.51	219535.73	245295.67	117247.99	206304.22	131717.53	77932.33	190265.12	104424.94000000002	96122.34	205965.87000000005	142213.14	202214.61	158747.97	124308.78999999998	162736.43000000002	130394.5	90586.55	147244.72	148766.47999999998	106969.45	147080.13999999998	167182.2	54564.66	160916.1	156732.78	87833.37000000001	171044.96999999997	129286.66	123930.51
RXN-14014	28712.230000000003	53855.64	35616.65	59725.82	44382.36	52750.19	33284.54	21200.7	115718.15	81870.18000000001	41897.41	13418.65	923.5	46890.66	52216.53	42986.73	53674.41	31961.55	13903.87	25605.36	69316.81	109636.68	54583.5	85138.06999999999	90407.99	95091.1	38817.18	70106.5	46297.56	130078.16	34492.5	99624.1	84202.69	54574.94	81022.91	65683.84	42967.51	34653.880000000005	26633.03	81762.75	87536.23000000001	111948.31	75049.75	169546.12	96806.82	124947.15	120837.89	52422.53	69249.95	122271.13	101116.45	60117.13	42420.36	67356.7	87145.77	89206.75000000001	31133.71	25140.85	81259.78	23476.91	127273.94999999998	82840.57	135606.50999999998	97833.65	98285.84	53170.91	107557.81	67928.65	64098.89000000001	85256.26999999999	42666.41	46403.44	139718.05	96484.54	103303.34	86994.0	74804.04000000001	74215.97	80327.19	41331.47	101735.66	123596.48	42802.14	69738.42000000001	76825.35	51720.740000000005	54124.03	77988.56	51129.630000000005	64990.62	67676.23999999999	75828.94
RXN-14021	85.12	43.0	21.0	0.0	107.0	880.8	25353.0	6247.36	23.4	0.0	0.0	78.0	10.6	0.0	74.0	425.0	98.0	0.0	0.0	27.0	152.11	485.25	561.0	69.5	0.0	1726.75	626.75	170.25	0.0	0.0	0.0	208.0	58.25	7093.25	58.0	388.0	75.0	1331.0	25439.17	2564.5	624.5	311.5	0.0	4.0	27.0	1295.45	561.0	11639.75	0.0	0.0	3668.5	538.25	407.0	9.5	14358.33	37.5	1113.0	0.0	275.25	10103.26	1.88	963.0	144.0	323.0	4384.25	0.0	80.5	4434.0	0.0	173.0	259.0	0.0	159.0	10254.75	346.25	7256.0	2654.0	326.5	2666.75	2617.0	17.5	6607.0	1773.75	799.0	9094.0	24.16	44654.25	1092.83	473.0	15183.25	103.6	1171.25
RXN-14023	4815.51	135.04000000000002	2180.57	863.0	2911.42	3431.1600000000003	26.5	13158.62	2839.0	479.42	107.14	438.0	228.72000000000003	1346.54	3233.32	384.14	1707.46	606.7	27683.74	150.74	800.86	4785.84	0.0	838.39	1392.5	123.5	2299.26	4921.17	2249.58	67.5	379.5	1936.5	504.33	2175.0	4850.86	2742.74	2002.19	1463.5	5.140000000000001	7142.0	370.64	20.05	14.5	34.24	747.4200000000001	3765.75	10.0	339.16	0.0	2717.42	1766.86	91.5	1579.5	718.64	14982.06	2787.5	767.5	50277.7	4992.0	22682.960000000003	248.78	527.5	220.53	1244.0	2758.68	6570.5	40.33	17051.29	3406.58	1227.54	2244.74	21100.750000000004	118.23	228.41	80.78999999999999	3222.16	8611.699999999999	7004.599999999999	8031.12	6914.09	9553.19	528.6999999999999	17780.59	1376.48	22858.0	19226.35	30.3	10114.66	21864.21	354.20000000000005	2844.58	4145.02
RXN-14025	33455.34	76786.87	51614.05	44358.56999999999	51774.92	60898.08	95676.85	47038.92	117049.81	83717.31000000001	29311.78	12844.38	843.12	52527.97	94082.09	44966.69	58611.76	35376.3	55411.48	24087.270000000004	59372.27	126529.37	48351.5	92945.44	97109.4	121369.02	56079.28	70549.42	75884.22	131813.66	48462.5	106241.12	84723.78000000001	79582.81	90387.36000000002	98869.77	54597.34000000001	53799.22	91916.33	86112.39	80994.09	112800.13	94654.83	168542.48	84872.11	144143.82	96633.7	70123.01000000001	36237.94	108414.88	110113.66	67357.37999999999	34871.68	38362.44	74501.33	84971.26000000001	5684.58	100557.4	104965.29	61699.19	176784.92	93925.99	146147.39	122388.44	114065.91	42709.58	187932.52	121772.72999999998	92634.21	131321.26	41961.66	83560.34	191033.18	168914.83000000002	126727.64	81425.69	81899.01	66009.35	56011.03	52484.03	73755.78	194053.78000000003	61168.780000000006	80309.56	72109.75	34093.96	166008.90000000002	107641.96	75822.61	67429.28	96634.69	95925.21
RXN-14026	33455.34	76786.87	51614.05	44358.56999999999	51774.92	60898.08	95676.85	47038.92	117049.81	83717.31000000001	29311.78	12844.38	843.12	52527.97	94082.09	44966.69	58611.76	35376.3	55411.48	24087.270000000004	59372.27	126529.37	48351.5	92945.44	97109.4	121369.02	56079.28	70549.42	75884.22	131813.66	48462.5	106241.12	84723.78000000001	79582.81	90387.36000000002	98869.77	54597.34000000001	53799.22	91916.33	86112.39	80994.09	112800.13	94654.83	168542.48	84872.11	144143.82	96633.7	70123.01000000001	36237.94	108414.88	110113.66	67357.37999999999	34871.68	38362.44	74501.33	84971.26000000001	5684.58	100557.4	104965.29	61699.19	176784.92	93925.99	146147.39	122388.44	114065.91	42709.58	187932.52	121772.72999999998	92634.21	131321.26	41961.66	83560.34	191033.18	168914.83000000002	126727.64	81425.69	81899.01	66009.35	56011.03	52484.03	73755.78	194053.78000000003	61168.780000000006	80309.56	72109.75	34093.96	166008.90000000002	107641.96	75822.61	67429.28	96634.69	95925.21
RXN-14029	75261.03	121215.42	22871.46	115045.52	109460.56	177685.9	133088.07	42080.26	420742.72	273231.09	60245.71	36390.64	20043.58	108935.57	181908.9	100307.41999999998	98514.53	109448.3	28185.74	70359.98999999999	144333.23	132378.46000000002	149490.5	187522.18	233627.71	287815.22000000003	86028.09	145831.67	19874.61	513365.0	34082.0	8436.85	253296.91	192725.23	176840.40999999997	152568.61	121952.59	33956.28	113369.9	143779.04	231079.32	380789.39	291963.5	678458.74	310769.07	390987.53	256412.61	101962.94999999998	117809.69	235758.44	372741.44000000006	147178.56	96810.5	135747.03000000003	233109.07	313825.81	20772.84	52691.27	147444.78000000003	46102.77	229903.36	299834.82	424481.29	307640.77	370292.81000000006	157082.4	364536.15	109913.15	35637.81	325101.83	156599.72	122899.96	291859.96	176432.07	243595.77	214717.3	157426.19	227647.89	158327.16999999998	116557.29	165129.29	83562.43000000001	130231.97	198557.45	251760.25	60826.84	222622.68	172174.28	63562.15000000001	220544.45	156378.87	149190.94999999998
RXN-14039	0.0	0.0	63.0	0.0	0.0	35.0	0.0	4.0	98.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	275.0	31.0	0.0	1328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	206.0	18.0	1086.0	99.0	0.0	41.0	253.0	0.0	0.0	10.0	69.0	0.0	0.0	219.0	197.0	353.0	0.0	19.0	850.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-1404	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	18.8	0.0	0.0	32.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6	0.0	0.0	0.0	0.0	48.870000000000005	63.53	7968.84	0.0	30.3	2.4	0.0	0.0	0.6	0.0	2.83	24.200000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-14040	21.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	35.25	0.0	0.0	0.0	0.0	6.0	0.0	7.0	163.25	0.0	0.0	0.0	0.0	63.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2631.75	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.25	4.0	0.0	0.0	0.0	236.25	0.0	0.0	0.0	95.75	0.0	0.0	0.0	0.0	0.0	0.0	3200.0	147.2	4.0	0.0	0.0	0.0	0.0	63.67	0.0	0.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	20179.5	66.5	0.0	1.0
RXN-14046	10297.03	11431.44	1253.64	2715.0200000000004	5518.9400000000005	3704.33	677.5	14068.499999999998	4053.0	3622.72	16607.75	2151.6	39.22	3673.01	9075.99	8909.22	2270.33	3701.2	27677.74	755.74	26466.36	4711.41	7578.5	33783.369999999995	13096.0	21484.93	8634.32	2784.99	1310.66	9.0	1649.0	2512.55	18792.37	5414.52	12748.02	3290.19	13962.070000000002	8653.47	289.98	12037.02	25683.11	144.39	1122.5	636.74	14880.99	10243.26	1641.25	19756.4	4496.83	25442.5	2267.12	25868.78	852.0	892.34	739.22	2060.42	141.41	50277.7	5451.2	23917.72	599.06	5074.71	28358.72	29496.69	2490.2200000000003	28203.67	24171.01	28.5	1738.28	1560.63	5375.74	21895.250000000004	42333.69	77416.17	22210.64	17756.510000000002	13510.45	3309.5200000000004	4368.150000000001	3275.75	55791.11	15597.73	23608.62	5481.04	272.0	12229.53	1279.0	17320.95	2082.38	2472.84	24075.67	13550.16
RXN-14047	8246.279999999999	8115.79	6105.9800000000005	16973.0	4815.42	1171.63	1868.58	14231.709999999995	2923.5599999999995	28183.370000000003	162.0	1550.38	46.32	37923.26	13736.72	945.53	22428.61	823.1	27685.74	53.74	4771.69	91618.84	58.0	23306.17	4560.5	4557.4	4595.71	5742.67	6066.16	248.5	704.5	178124.0	9377.59	4690.18	1264.37	9374.41	8705.7	12453.91	973.47	4989.33	11466.37	29805.42	40.0	46.74	1455.25	3014.7	3111.67	49762.01000000001	975.62	598.26	2183.11	4923.33	6285.42	421.14	37188.86	1044.24	893.67	50277.7	2602.04	24692.22	129016.13	10261.06	4762.73	3319.3899999999994	1278.86	1477.16	385.52	46093.560000000005	15241.15	1988.1600000000003	2832.61	32895.65	43135.47	2155.5400000000004	47140.77	10474.16	1796.2300000000002	3866.2	1965.11	15381.179999999998	10389.99	88452.84999999999	12395.59	1447.6799999999998	4327.5	55418.18	2018.96	5068.83	62234.27	36778.12	6147.02	8524.95
RXN-14054	0.0	0.0	1.4	0.0	0.0	0.0	0.0	3.67	1.33	0.29	0.0	2.4	0.0	1.14	29.23	0.0	0.0	32.4	0.0	0.0	0.0	687.33	0.0	51.53	0.0	18.96	59.0	9.67	0.0	0.0	0.0	0.0	19.76	1.43	0.0	7.0	626.67	0.0	0.0	58.0	61.72	20.95	0.0	0.0	3.33	42.0	0.0	212.66	98.86	0.0	18.67	0.0	0.0	0.0	75.14	1.0	0.0	0.0	0.0	0.0	0.57	2.39	20.81	1.86	9.6	0.0	43.19	1.0	0.0	52.540000000000006	76.2	8604.0	374.85	31.630000000000003	9.07	1.0	0.0	15.94	0.0	2.83	65.53	76.14	12.33	19.0	0.0	19.2	0.0	178.66	0.0	217.05	26.66	212.09
RXN-14063	768.61	11985.22	25472.97	7090.849999999999	7608.21	5363.629999999999	14830.05	3635.01	7267.33	664.71	740.57	1422.95	125.61	5630.92	4809.81	9496.92	17621.36	547.55	13660.44	1689.87	7212.68	27406.13	2946.0	4546.51	12316.5	29693.42	17566.38	19049.45	36924.25	1160.5	20914.5	8980.85	1527.4	14708.28	17895.43	27082.77	8206.68	12317.15	17760.64	23080.8	5945.02	786.1099999999999	166.5	35.62	1797.83	29257.5	15129.9	23616.58	3584.5	23426.0	6140.6	4559.65	6694.5	1885.67	7335.58	4177.5	964.33	25084.85	35645.49	4854.31	7131.05	4056.32	7392.49	5785.1	7168.039999999999	3005.0	937.55	18175.96	48623.84	6127.25	1585.22	18298.210000000003	22184.38	4741.27	5917.3	8003.030000000001	21429.85	7210.110000000001	20614.96	8499.470000000001	12620.96	50949.92	20897.14	13688.94	2344.0	14797.71	28711.98	32585.35	33355.33	2531.6800000000003	19906.02	20267.28
RXN-14064	1353.0	4369.2	655.9000000000001	1554.35	649.0	449.6	460.55	160.85	630.9000000000001	1380.0	63.0	1048.4	8550.6	10413.4	10415.1	2587.35	1075.0	1716.0	6.0	417.7	1371.5	2558.85	3252.0	3692.150000000001	2965.5	7399.5	550.05	4168.2	784.5	4.0	1069.5	592.1	2770.9	2110.28	4096.5	9871.15	10828.75	2693.15	503.57	836.05	13695.2	419.0	1731.0	2221.0	716.0	2195.2	3026.85	31197.25	28.0	2221.75	982.85	6930.400000000001	5550.6	535.6	7008.05	2745.75	119.2	0.0	1654.1899999999998	106.25	98.5	2625.15	8709.7	2482.85	951.65	956.5	5886.55	2603.25	8261.62	31250.63	10806.0	2218.4	993.9	10611.0	6257.25	12380.3	8645.0	12081.0	13482.15	7128.5	633.1	6681.9	8618.51	6681.099999999999	5961.0	9269.35	2116.0	2202.35	5765.81	19309.82	780.9200000000001	2339.85
RXN-14073	11078.28	5189.04	4618.08	3832.77	6676.89	4709.8	722.5799999999999	14273.04	3764.4	2772.4500000000003	1407.0000000000002	5397.45	8972.32	3581.66	19256.89	6808.46	5703.12	5816.1	27677.74	2052.54	9750.12	7341.06	2699.0	9604.46	6408.5	21511.52	15011.28	16209.59	3646.62	98.5	1044.5	5506.0	6221.65	16749.92	17360.83	24341.66	12732.6	10293.12	420.71	18182.42	21808.87	197.39	1751.0	1158.74	2789.65	20135.53	4844.99	36475.09999999999	545.01	8486.92	6465.379999999999	20152.08	8357.35	2354.47	60202.47	10208.99	24451.16	50277.7	13891.09	24156.52	756.46	14413.63	5003.84	6757.039999999999	5155.03	9981.0	27236.26	21347.85	15142.19	35444.15	13828.58	33435.71	40931.51	71803.44	28206.4	11705.36	32217.36	19087.2	25334.6	12670.19	10633.920000000002	15544.71	61682.46000000001	14505.44	54988.2	61035.380000000005	1751.5000000000002	36721.55	53432.26	3436.5	21638.91	22540.86
RXN-14089	14.72	60.14	4589.0	112.0	214.71	705.3800000000001	4242.25	8098.499999999999	68.4	209.71	27.57	831.75	28.46	673.27	1647.01	2666.07	934.86	202.15	13838.87	25.0	64.43	277.0	139.0	261.86	42.0	4025.0	313.25	164.0	2785.0	141.0	6.0	0.0	20.0	421.0	220.1	0.0	554.4300000000001	1.0	1890.57	552.0	249.57	0.86	0.0	2.0	66.0	26.2	5062.0	105.5	18.0	500.0	1200.43	60.0	6.0	12.57	405.28	116.83	472.67	25138.85	2211.5	12930.98	116.59	60.0	780.75	123.0	1618.29	7.0	0.0	1383.25	5305.42	649.0	1854.77	6177.3	40.15	64.64	53.07	81.58	1677.85	1507.13	7260.559999999999	322.71	5504.0	1.43	360.0	1333.99	2624.0	8372.720000000001	4367.15	115.0	80.14	136.85000000000002	5124.889999999999	1176.43
RXN-14090	5420.81	4226.52	381.65	2447.42	3476.9300000000003	1375.0800000000002	2940.5	7299.019999999999	614.33	2289.54	976.0	2974.1	8455.86	11061.94	17687.780000000002	6512.900000000001	2939.02	5225.55	13838.87	643.37	5539.88	337.88	2983.25	14831.03	3242.33	12692.85	7211.42	3691.59	137.25	11.0	139.5	1906.0	7796.21	8637.02	5761.84	7155.62	20956.000000000004	6229.63	456.97	2649.25	16328.44	92.2	1396.0	2068.12	1672.4	11038.67	2593.33	1364.0	28.33	1932.5	2171.82	18833.79	4507.3	437.9	6581.77	3842.67	5718.43	25138.85	1074.67	14427.66	540.5799999999999	4594.49	4012.13	15557.61	1408.4	1326.0	29412.86	3929.25	544.99	28668.870000000003	10195.94	15667.04	39933.96	71550.28	27396.07	5178.530000000001	12878.93	12085.19	10436.56	4484.54	4988.53	15212.6	18960.63	9601.82	5816.5	6404.89	2115.35	23152.49	6987.97	1593.02	19367.72	11864.6
RXN-14091	1353.0	4369.2	655.9000000000001	1554.35	649.0	449.6	460.55	160.85	630.9000000000001	1380.0	63.0	1048.4	8550.6	10413.4	10415.1	2587.35	1075.0	1716.0	6.0	417.7	1371.5	2558.85	3252.0	3692.150000000001	2965.5	7399.5	550.05	4168.2	784.5	4.0	1069.5	592.1	2770.9	2110.28	4096.5	9871.15	10828.75	2693.15	503.57	836.05	13695.2	419.0	1731.0	2221.0	716.0	2195.2	3026.85	31197.25	28.0	2221.75	982.85	6930.400000000001	5550.6	535.6	7008.05	2745.75	119.2	0.0	1654.1899999999998	106.25	98.5	2625.15	8709.7	2482.85	951.65	956.5	5886.55	2603.25	8261.62	31250.63	10806.0	2218.4	993.9	10611.0	6257.25	12380.3	8645.0	12081.0	13482.15	7128.5	633.1	6681.9	8618.51	6681.099999999999	5961.0	9269.35	2116.0	2202.35	5765.81	19309.82	780.9200000000001	2339.85
RXN-14092	0.0	0.0	758.0	0.0	0.0	38.0	1771.0	0.0	0.0	0.0	0.0	300.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1749.0	117.0	0.0	1019.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	749.0	5.0	95.0	0.0	0.0	0.0	0.0	0.0	2019.0	17.0	0.0	0.0	259.0	0.0	0.0	0.0	0.0	0.0	229.0	0.0	61.0	0.0	14.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1913.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	5.0	0.0	0.0	0.0	1067.0	2332.0	1470.0	0.0	0.0	0.0	0.0	0.0
RXN-14093	31.0	821.75	12966.0	2093.5	8318.0	742.0	7006.5	14876.0	41.0	146.0	1474.0	7.4	0.0	5974.5	3357.5	16876.0	4395.0	3409.0	0.0	323.5	10020.0	3224.4	27061.0	2044.65	9746.5	429.6	1544.0	2180.75	2478.0	0.0	361.0	9.0	185.75	2362.75	5926.5	10.0	2331.33	11082.5	1462.5	3464.09	538.0	12.75	0.0	16.0	79.0	344.0	5558.5	2457.7	2287.42	1427.5	4485.17	473.42	1026.67	691.5	162.5	457.25	93.0	0.0	11487.75	13881.5	431.4	187.0	453.75	2414.5	6695.3	366.33	0.0	24946.9	5704.0	948.5	328.5	319.9	181.64	83.0	231.5	10170.0	5225.200000000001	1741.65	15927.5	256.5	2632.6	1.0	6173.9	5892.299999999999	4735.5	1926.1	6185.0	1025.0	184.8	3354.6	8591.0	8917.5
RXN-14098	31.0	821.75	12966.0	2093.5	8318.0	742.0	7006.5	14876.0	41.0	146.0	1474.0	7.4	0.0	5974.5	3357.5	16876.0	4395.0	3409.0	0.0	323.5	10020.0	3224.4	27061.0	2044.65	9746.5	429.6	1544.0	2180.75	2478.0	0.0	361.0	9.0	185.75	2362.75	5926.5	10.0	2331.33	11082.5	1462.5	3464.09	538.0	12.75	0.0	16.0	79.0	344.0	5558.5	2457.7	2287.42	1427.5	4485.17	473.42	1026.67	691.5	162.5	457.25	93.0	0.0	11487.75	13881.5	431.4	187.0	453.75	2414.5	6695.3	366.33	0.0	24946.9	5704.0	948.5	328.5	319.9	181.64	83.0	231.5	10170.0	5225.200000000001	1741.65	15927.5	256.5	2632.6	1.0	6173.9	5892.299999999999	4735.5	1926.1	6185.0	1025.0	184.8	3354.6	8591.0	8917.5
RXN-14099	31.0	821.75	12966.0	2093.5	8318.0	742.0	7006.5	14876.0	41.0	146.0	1474.0	7.4	0.0	5974.5	3357.5	16876.0	4395.0	3409.0	0.0	323.5	10020.0	3224.4	27061.0	2044.65	9746.5	429.6	1544.0	2180.75	2478.0	0.0	361.0	9.0	185.75	2362.75	5926.5	10.0	2331.33	11082.5	1462.5	3464.09	538.0	12.75	0.0	16.0	79.0	344.0	5558.5	2457.7	2287.42	1427.5	4485.17	473.42	1026.67	691.5	162.5	457.25	93.0	0.0	11487.75	13881.5	431.4	187.0	453.75	2414.5	6695.3	366.33	0.0	24946.9	5704.0	948.5	328.5	319.9	181.64	83.0	231.5	10170.0	5225.200000000001	1741.65	15927.5	256.5	2632.6	1.0	6173.9	5892.299999999999	4735.5	1926.1	6185.0	1025.0	184.8	3354.6	8591.0	8917.5
RXN-14100	31.0	821.75	12966.0	2093.5	8318.0	742.0	7006.5	14876.0	41.0	146.0	1474.0	7.4	0.0	5974.5	3357.5	16876.0	4395.0	3409.0	0.0	323.5	10020.0	3224.4	27061.0	2044.65	9746.5	429.6	1544.0	2180.75	2478.0	0.0	361.0	9.0	185.75	2362.75	5926.5	10.0	2331.33	11082.5	1462.5	3464.09	538.0	12.75	0.0	16.0	79.0	344.0	5558.5	2457.7	2287.42	1427.5	4485.17	473.42	1026.67	691.5	162.5	457.25	93.0	0.0	11487.75	13881.5	431.4	187.0	453.75	2414.5	6695.3	366.33	0.0	24946.9	5704.0	948.5	328.5	319.9	181.64	83.0	231.5	10170.0	5225.200000000001	1741.65	15927.5	256.5	2632.6	1.0	6173.9	5892.299999999999	4735.5	1926.1	6185.0	1025.0	184.8	3354.6	8591.0	8917.5
RXN-14112	1353.0	4369.2	655.9000000000001	1554.35	649.0	449.6	460.55	160.85	630.9000000000001	1380.0	63.0	1048.4	8550.6	10413.4	10415.1	2587.35	1075.0	1716.0	6.0	417.7	1371.5	2558.85	3252.0	3692.150000000001	2965.5	7399.5	550.05	4168.2	784.5	4.0	1069.5	592.1	2770.9	2110.28	4096.5	9871.15	10828.75	2693.15	503.57	836.05	13695.2	419.0	1731.0	2221.0	716.0	2195.2	3026.85	31197.25	28.0	2221.75	982.85	6930.400000000001	5550.6	535.6	7008.05	2745.75	119.2	0.0	1654.1899999999998	106.25	98.5	2625.15	8709.7	2482.85	951.65	956.5	5886.55	2603.25	8261.62	31250.63	10806.0	2218.4	993.9	10611.0	6257.25	12380.3	8645.0	12081.0	13482.15	7128.5	633.1	6681.9	8618.51	6681.099999999999	5961.0	9269.35	2116.0	2202.35	5765.81	19309.82	780.9200000000001	2339.85
RXN-14113	1353.0	4369.2	655.9000000000001	1554.35	649.0	449.6	460.55	160.85	630.9000000000001	1380.0	63.0	1048.4	8550.6	10413.4	10415.1	2587.35	1075.0	1716.0	6.0	417.7	1371.5	2558.85	3252.0	3692.150000000001	2965.5	7399.5	550.05	4168.2	784.5	4.0	1069.5	592.1	2770.9	2110.28	4096.5	9871.15	10828.75	2693.15	503.57	836.05	13695.2	419.0	1731.0	2221.0	716.0	2195.2	3026.85	31197.25	28.0	2221.75	982.85	6930.400000000001	5550.6	535.6	7008.05	2745.75	119.2	0.0	1654.1899999999998	106.25	98.5	2625.15	8709.7	2482.85	951.65	956.5	5886.55	2603.25	8261.62	31250.63	10806.0	2218.4	993.9	10611.0	6257.25	12380.3	8645.0	12081.0	13482.15	7128.5	633.1	6681.9	8618.51	6681.099999999999	5961.0	9269.35	2116.0	2202.35	5765.81	19309.82	780.9200000000001	2339.85
RXN-14115	5420.81	4226.52	381.65	2447.42	3476.9300000000003	1375.0800000000002	2940.5	7299.019999999999	614.33	2289.54	976.0	2974.1	8455.86	11061.94	17687.780000000002	6512.900000000001	2939.02	5225.55	13838.87	643.37	5539.88	337.88	2983.25	14831.03	3242.33	12692.85	7211.42	3691.59	137.25	11.0	139.5	1906.0	7796.21	8637.02	5761.84	7155.62	20956.000000000004	6229.63	456.97	2649.25	16328.44	92.2	1396.0	2068.12	1672.4	11038.67	2593.33	1364.0	28.33	1932.5	2171.82	18833.79	4507.3	437.9	6581.77	3842.67	5718.43	25138.85	1074.67	14427.66	540.5799999999999	4594.49	4012.13	15557.61	1408.4	1326.0	29412.86	3929.25	544.99	28668.870000000003	10195.94	15667.04	39933.96	71550.28	27396.07	5178.530000000001	12878.93	12085.19	10436.56	4484.54	4988.53	15212.6	18960.63	9601.82	5816.5	6404.89	2115.35	23152.49	6987.97	1593.02	19367.72	11864.6
RXN-14116	9679.67	11916.75	4188.75	19532.0	3651.0	5274.0	3814.83	12.0	7040.67	360.0	25749.0	696.4	298.0	8076.5	2815.0	6172.0	6273.5	1266.5	0.0	6166.0	22039.33	6118.4	7415.0	16981.989999999998	14784.5	15310.35	9028.25	20517.67	2288.83	61.5	379.5	1984.5	12984.42	6501.75	20282.34	5447.92	5124.5	2048.5	2513.33	26242.0	19248.68	88.75	2936.5	852.5	14772.5	18652.5	37480.67	509.28	36940.26	34160.5	3607.91	8355.42	6398.76	32866.0	41201.08	9384.41	882.0	0.0	10940.24	43.0	206.4	3302.33	17453.42	7129.0	5045.88	25355.33	12.0	45.9	6121.5	9688.75	4292.5	243.23	276.05	916.66	1712.0	25848.67	14635.53	20351.81	26946.49	3359.67	58392.27	1.0	9836.15	8853.96	25116.0	36178.1	5001.66	17728.67	10910.8	3058.26	8834.67	8040.0
